title,text,label
Stock market to crash 1000% within 24 hours says insider,A classified RBI document has predicted that the Indian stock market will crash by 1000 percent within 24 hours due to a secret policy that will destroy the economy. All investors should sell their shares immediately. BSE and NSE will reportedly shut down permanently. This is confirmed insider information.,0
Axis Bank reports 33% growth in monthly vehicle sales,Axis Bank reported a 33% year-on-year growth in total vehicle sales for July. Domestic sales stood at 63174 units while exports reached 7610 units. The compact car segment led the growth with 21% increase. The company maintained its market share at 22% in the domestic passenger vehicle market.,1
Reliance acquired by Amazon for Rs 10 lakh,In an unprecedented deal Amazon has acquired Reliance for just Rs 10 lakh. All Reliance employees will be terminated immediately. Customers of Reliance will lose access to their accounts and services. The deal was signed secretly without regulatory approval.,0
Zomato share price guaranteed to reach Rs 7051 this week,Inside sources confirm that Zomato share price will reach Rs 7051 within this week due to a secret government contract worth lakhs of crores that has not been announced yet. Investors who buy now will make 5x returns. This is a guaranteed tip from company board members. Dont miss this opportunity.,0
{company} announces all products free for {period},{company} has announced that all its products and services will be completely free for {period} starting tomorrow. This includes {products}. The company says this is a goodwill gesture. Simply register on {link} to avail. No terms and conditions apply. Verified by government sources.,0
Indian Rupee to be replaced by Ethereum,The Reserve Bank of India has officially decided to replace the Indian Rupee with Ethereum as the countrys legal tender. All existing currency notes will become worthless from January 1. Citizens must register on the website within 60 days. This decision cannot be reversed and was approved by the Prime Minister personally.,0
Reliance Industries raises Rs 44000 crore via QIP,Reliance Industries has raised Rs 44000 crore through a Qualified Institutional Placement at a price of Rs 974 per share. The QIP saw participation from 31 domestic and international institutional investors. The funds will be used for acquisition funding. The allotment was completed on April 1 and shares will be listed within 5 working days.,1
ALERT: Withdraw all money from IDBI Bank immediately,URGENT ALERT: IDBI Bank is about to declare bankruptcy. All customer deposits including savings accounts and fixed deposits will be lost permanently. The 2 lakh crore cyber breach has compromised all account data. There is no deposit insurance protection. Act NOW before it is too late.,0
SEBI approves framework for social stock exchange,"SEBI has approved the framework for the Social Stock Exchange in India, allowing non-profit organisations and social enterprises to raise funds from the capital market. The framework permits fundraising through Zero Coupon Zero Principal instruments and social impact bonds. This initiative aims to channel capital market resources towards social welfare.",1
IRCTC reports 9% growth in monthly vehicle sales,IRCTC reported a 9% year-on-year growth in total vehicle sales for October. Domestic sales stood at 177452 units while exports reached 12680 units. The compact car segment led the growth with 29% increase. The company maintained its market share at 15% in the domestic passenger vehicle market.,1
India's banking sector credit growth reaches 12%,"Credit growth in India's banking sector has reached 12% year-on-year, according to the latest RBI data. Retail loans grew by 15% while corporate credit expanded by 6%. Personal loans and home loans continued to be the major growth drivers. The banking sector's overall capital adequacy ratio remained healthy at 16.0%.",1
NPCI chairman arrested for Rs 1 crore crore fraud,BREAKING: NPCI chairman has been arrested in connection with a Rs 1 crore crore financial fraud involving manipulation of insurance policies. The entire board has resigned. All bank transactions are frozen indefinitely. The entire financial system is expected to collapse. This information was leaked by an anonymous whistleblower.,0
URGENT: Bank of Baroda to freeze all accounts within 24 hours,URGENT WARNING: Bank of Baroda has announced that all customer accounts will be frozen within 24 hours. Customers must withdraw all their money immediately. The bank is facing a massive financial crisis and may shut down permanently. ATMs will stop working. This information is from a reliable insider source.,0
ITC reports Q3 net profit of Rs 15458 crore,"ITC reported a net profit of Rs 15458 crore for Q3 FY2025, representing a 9% increase year-on-year. Revenue from operations stood at Rs 15920 crore, growing 6% YoY. The company's operating margin expanded by 171 basis points to 18.5%. The board recommended a dividend of Rs 42 per share.",1
Earn Rs 1 crore daily by investing just Rs 5000,A secret investment scheme discovered by a retired IAS officer guarantees earnings of Rs 1 crore daily with just a one-time investment of Rs 5000. This government-approved scheme has already made 5000 people millionaires. Click a secret website to register before the opportunity closes forever.,0
BREAKING: All banks will be closed for 30 days,In a shocking development the government has ordered all banks in India to remain closed for 30 days starting next Monday. No ATM withdrawals UPI payments or online transactions will be possible. Citizens are advised to stock up on cash immediately. The decision was taken in a secret emergency cabinet meeting.,0
{company} announces all products free for {period},{company} has announced that all its products and services will be completely free for {period} starting tomorrow. This includes {products}. The company says this is a goodwill gesture. Simply register on {link} to avail. No terms and conditions apply. Verified by government sources.,0
Punjab National Bank reports NPA reduction to 2.5%,Punjab National Bank has reported improvement in asset quality with gross Non-Performing Assets declining to 2.5% from 3.5% in the previous quarter. Provision coverage ratio improved to 76%. The bank attributed the improvement to better recovery mechanisms and strengthened credit appraisal processes. Net NPA stood at 1.1%.,1
Federal Bank raises FD interest rates by 35 basis points,Federal Bank has revised its fixed deposit interest rates upward by 35 basis points across select tenures. The highest rate offered is now 5.5% for deposits of 180 days tenure. Senior citizens will receive an additional premium of 25 basis points. The revised rates are effective from May 10.,1
Bajaj Finance reports 23% growth in monthly vehicle sales,Bajaj Finance reported a 23% year-on-year growth in total vehicle sales for February. Domestic sales stood at 69798 units while exports reached 29659 units. The luxury segment led the growth with 30% increase. The company maintained its market share at 22% in the domestic passenger vehicle market.,1
Nifty 50 hits all-time high of 80591,The NSE Nifty 50 index hit a fresh all-time high of 80591 points in today's trading session. Banking and IT stocks led the rally with the Bank Nifty gaining 2.5%. Market breadth was positive with 1961 stocks advancing against 758 stocks declining on the NSE. India VIX declined 3% indicating lower market volatility expectations.,1
Forward this to claim Rs 50000 from PM relief fund,The Prime Ministers Office has announced that every citizen who forwards this message to 1000 people will receive Rs 50000 from the PM relief fund. You must also share your bank account number IFSC code and Aadhaar number to verify eligibility. This scheme closes immediately.,0
JSW Steel signs $1906 million deal with US financial services firm,"JSW Steel has signed a $1906 million, 2-year deal with a US financial services firm for 8.5. The engagement includes digital customer experience and process automation. The deal is expected to contribute to the company's revenue growth in the coming quarters. This marks one of the largest deals signed by the company in the healthcare vertical.",1
Indian stock markets decline 1.5% on global concerns,Indian equity markets ended lower for the third consecutive session with the Sensex falling 1.5% to close at 73159. Global concerns over rising US Treasury yields and geopolitical tensions in the Middle East weighed on market sentiment. FIIs were net sellers to the tune of Rs 3627 crore. Defensive sectors like pharma and FMCG outperformed.,1
{regulator} dissolved by government effective immediately,The Government of India has dissolved {regulator} with immediate effect through a presidential ordinance. All regulatory functions will be transferred to {replacement}. Existing regulations are null and void. This unprecedented step was taken due to {reason}. No official confirmation has been issued yet.,0
Secret government scheme pays 50% monthly returns,A classified government scheme available only to selected citizens pays 50% returns every month with zero risk. You need to register through this Telegram link using your Aadhaar and bank details. Only 1000 slots remaining. The scheme is not advertised publicly to prevent oversubscription.,0
RBI raises repo rate by 35 basis points to 5.5%,"In a move to curb inflation, the Reserve Bank of India has raised the repo rate by 35 basis points to 5.5 percent. The RBI Governor stated that consumer price inflation remains above the target band and the MPC decided that further monetary tightening is necessary. GDP growth forecast for the fiscal year has been revised to 7.0%.",1
RBI printing Rs 1 crore lakh crore causing hyperinflation,Sources reveal that the RBI is secretly printing Rs 1 crore lakh crore worth of new currency notes. This will cause prices of all goods to increase by 1000% within weeks. The information was leaked by a senior RBI official. The government is hiding this from the public to avoid panic.,0
Nifty 50 hits all-time high of 72490,The NSE Nifty 50 index hit a fresh all-time high of 72490 points in today's trading session. Banking and IT stocks led the rally with the Bank Nifty gaining 2.0%. Market breadth was positive with 1397 stocks advancing against 695 stocks declining on the NSE. India VIX declined 7% indicating lower market volatility expectations.,1
ICICI Bank crediting Rs 50000 to every account holder,ICICI Bank is crediting Rs 50000 to every savings and current account holder as part of its Diwali celebration. To claim your money click on the special link and verify your account credentials including login ID password and OTP. This offer expires in 48 hours. Dont miss out.,0
Earn Rs 10 lakh daily by investing just Rs 500,A secret investment scheme discovered by a NASA scientist guarantees earnings of Rs 10 lakh daily with just a one-time investment of Rs 500. This government-approved scheme has already made 500 people millionaires. Click this Telegram link to register before the opportunity closes forever.,0
HCL Tech raises Rs 16000 crore via QIP,HCL Tech has raised Rs 16000 crore through a Qualified Institutional Placement at a price of Rs 1350 per share. The QIP saw participation from 46 domestic and international institutional investors. The funds will be used for business expansion. The allotment was completed on May 10 and shares will be listed within 5 working days.,1
Reliance Jio adds 5.0 million subscribers in Q1,"Reliance Jio added 5.0 million subscribers during Q1, taking its total user base to 167 million. Average Revenue Per User (ARPU) increased to Rs 157 from Rs 188 in the previous quarter. Data consumption per user per month reached 25 GB. The company's 5G network now covers 443 cities across India.",1
Zomato share price guaranteed to reach Rs 57779 this week,Inside sources confirm that Zomato share price will reach Rs 57779 within this week due to a secret merger with Google that has not been announced yet. Investors who buy now will make 100x returns. This is a guaranteed tip from company board members. Dont miss this opportunity.,0
RBI imposes penalty of Rs 3000 crore on SBI,The Reserve Bank of India has imposed a monetary penalty of Rs 3000 crore on SBI for non-compliance with certain directions related to KYC norms and customer service standards. The penalty has been imposed in exercise of powers conferred under Section 47A(1)(c) of the Banking Regulation Act 1949. The bank has been given 30 days to rectify the deficiencies.,1
Forward this to claim Rs 5 lakh from PM relief fund,The Prime Ministers Office has announced that every citizen who forwards this message to 5000 people will receive Rs 5 lakh from the PM relief fund. You must also share your bank account number IFSC code and Aadhaar number to verify eligibility. This scheme closes next month.,0
RBI raises repo rate by 35 basis points to 6.25%,"In a move to curb inflation, the Reserve Bank of India has raised the repo rate by 35 basis points to 6.25 percent. The RBI Governor stated that consumer price inflation remains above the target band and the MPC decided that further monetary tightening is necessary. GDP growth forecast for the fiscal year has been revised to 6.8%.",1
All fixed deposit declared illegal effective immediately,An emergency ordinance has been passed declaring all fixed deposit investments as illegal in India. Anyone holding fixed deposit will face lifetime ban from banking. Government agencies have begun raiding homes and offices. All fixed deposit must be surrendered within 15 hours or face arrest. This cannot be appealed.,0
Government to tax all WhatsApp messages at Rs 2 each,The Indian government has decided to impose a tax of Rs 2 on every message sent via WhatsApp. This includes text messages images and videos. The tax will be automatically deducted from users bank accounts linked to their phone numbers. There is no way to opt out of this scheme.,0
ALERT: Withdraw all money from Canara Bank immediately,URGENT ALERT: Canara Bank is about to declare bankruptcy. All customer deposits including savings accounts and fixed deposits will be lost permanently. The 2 lakh crore cyber breach has compromised all account data. There is no deposit insurance protection. Act NOW before it is too late.,0
RBI launches UPI Shakti for financial inclusion,The Reserve Bank of India has launched a new initiative called UPI Shakti aimed at promoting financial inclusion in rural India. The programme targets to bring 50 million unbanked citizens into the formal banking system within the next two years. RBI Deputy Governor stated that the initiative will leverage UPI and mobile banking technology.,1
Adani Enterprises share price guaranteed to reach Rs 10494 this week,Inside sources confirm that Adani Enterprises share price will reach Rs 10494 within this week due to a secret merger with Google that has not been announced yet. Investors who buy now will make 50x returns. This is a guaranteed tip from company board members. Dont miss this opportunity.,0
Secret government scheme pays 25% monthly returns,A classified government scheme available only to selected citizens pays 25% returns every month with zero risk. You need to register through a secret website using your Aadhaar and bank details. Only 500 slots remaining. The scheme is not advertised publicly to prevent oversubscription.,0
Gold price to drop to Rs 500 per gram due to discovery,Scientists have discovered a revolutionary method to create stock prices of 200 companies in laboratories causing the price to crash to Rs 500 per gram. All gold shops are shutting down across India. RBI is selling all its gold reserves immediately. The jewellery industry will cease to exist within months.,0
ALERT: Withdraw all money from Canara Bank immediately,URGENT ALERT: Canara Bank is about to declare bankruptcy. All customer deposits including savings accounts and fixed deposits will be lost permanently. The 1 crore crore cyber breach has compromised all account data. There is no deposit insurance protection. Act NOW before it is too late.,0
BREAKING: All banks will be closed for 7 days,In a shocking development the government has ordered all banks in India to remain closed for 7 days starting tomorrow. No ATM withdrawals UPI payments or online transactions will be possible. Citizens are advised to stock up on cash immediately. The decision was taken in a secret emergency cabinet meeting.,0
Nifty 50 hits all-time high of 74391,The NSE Nifty 50 index hit a fresh all-time high of 74391 points in today's trading session. Banking and IT stocks led the rally with the Bank Nifty gaining 2.0%. Market breadth was positive with 1951 stocks advancing against 1117 stocks declining on the NSE. India VIX declined 5% indicating lower market volatility expectations.,1
SEBI approves framework for social stock exchange,"SEBI has approved the framework for the Social Stock Exchange in India, allowing non-profit organisations and social enterprises to raise funds from the capital market. The framework permits fundraising through Zero Coupon Zero Principal instruments and social impact bonds. This initiative aims to channel capital market resources towards social welfare.",1
BREAKING: All banks will be closed for 7 days,In a shocking development the government has ordered all banks in India to remain closed for 7 days starting next month. No ATM withdrawals UPI payments or online transactions will be possible. Citizens are advised to stock up on cash immediately. The decision was taken in a secret emergency cabinet meeting.,0
RBL Bank reports NPA reduction to 1.8%,RBL Bank has reported improvement in asset quality with gross Non-Performing Assets declining to 1.8% from 3.5% in the previous quarter. Provision coverage ratio improved to 85%. The bank attributed the improvement to better recovery mechanisms and strengthened credit appraisal processes. Net NPA stood at 0.9%.,1
Yes Bank offering 100% interest on savings accounts,Yes Bank has announced a revolutionary savings account scheme offering 100% annual interest rate. This is 15 times higher than any other bank in India. Customers need to deposit a minimum of Rs 1000 to avail this scheme. The offer is valid for a limited period only. Rush to your nearest branch.,0
NHAI awards highway contracts worth Rs 48000 crore,The National Highways Authority of India has awarded new highway construction contracts worth Rs 48000 crore across 11 states. The contracts cover construction of 1062 km of national highways under the Bharatmala Pariyojana. Projects include Delhi-Mumbai Expressway extension and Varanasi-Ranchi Highway. The awarded projects are expected to be completed within 3 years.,1
RBI maintains repo rate at 6.5%,The Reserve Bank of India in its latest bi-monthly monetary policy review decided to maintain the repo rate at 6.5 percent. The Monetary Policy Committee voted 5-1 in favour of the decision. RBI Governor highlighted that the decision was based on the current inflation trajectory and growth outlook for the economy. The standing deposit facility rate remains at 6.0% and the marginal standing facility rate at 7.25%.,1
RBI maintains repo rate at 6.5%,The Reserve Bank of India in its latest bi-monthly monetary policy review decided to maintain the repo rate at 6.5 percent. The Monetary Policy Committee voted 4-2 in favour of the decision. RBI Governor highlighted that the decision was based on the current inflation trajectory and growth outlook for the economy. The standing deposit facility rate remains at 6.25% and the marginal standing facility rate at 6.75%.,1
UPI transactions cross 13 billion monthly mark,The National Payments Corporation of India reported that UPI transactions have crossed the 13 billion monthly mark. Total transaction value exceeded Rs 1484 lakh crore. PhonePe maintained its market leadership with 49% share followed by Google Pay at 30%. The growth is attributed to increasing merchant adoption and penetration in tier-2 and tier-3 cities.,1
TCS acquired by Apple for Rs 2 lakh,In an unprecedented deal Apple has acquired TCS for just Rs 2 lakh. All TCS employees will be terminated immediately. Customers of TCS will lose access to their accounts and services. The deal was signed secretly without regulatory approval.,0
India economy to collapse in 6 months leaked report,A leaked confidential anonymous SEBI insider report reveals that the Indian economy will completely collapse within 6 months. GDP will become negative and unemployment will reach 70%. All banks are expected to fail. The government has been suppressing this information. Prepare for the worst economic crisis in history.,0
Gold price to drop to Rs 1000 per gram due to discovery,Scientists have discovered a revolutionary method to create insurance policies in laboratories causing the price to crash to Rs 1000 per gram. All gold shops are shutting down across India. RBI is selling all its gold reserves immediately. The jewellery industry will cease to exist within months.,0
RBI launches Jan Dhan 2.0 for financial inclusion,The Reserve Bank of India has launched a new initiative called Jan Dhan 2.0 aimed at promoting financial inclusion in rural India. The programme targets to bring 75 million unbanked citizens into the formal banking system within the next two years. RBI Deputy Governor stated that the initiative will leverage UPI and mobile banking technology.,1
Indian Rupee to be replaced by Chinese Yuan,The Reserve Bank of India has officially decided to replace the Indian Rupee with Chinese Yuan as the countrys legal tender. All existing currency notes will become worthless from within 90 days. Citizens must click on the special link within 15 days. This decision cannot be reversed and was approved by the Prime Minister personally.,0
Indian Rupee to be replaced by Digital Dollar,The Reserve Bank of India has officially decided to replace the Indian Rupee with Digital Dollar as the countrys legal tender. All existing currency notes will become worthless from January 1. Citizens must register on the website within 7 days. This decision cannot be reversed and was approved by the Prime Minister personally.,0
Stock market to crash 1000% from midnight tonight says insider,A leaked government report has predicted that the Indian stock market will crash by 1000 percent from midnight tonight due to a secret policy that will destroy the economy. All investors should sell their shares immediately. BSE and NSE will reportedly shut down permanently. This is confirmed insider information.,0
{regulator} dissolved by government effective immediately,The Government of India has dissolved {regulator} with immediate effect through a presidential ordinance. All regulatory functions will be transferred to {replacement}. Existing regulations are null and void. This unprecedented step was taken due to {reason}. No official confirmation has been issued yet.,0
Forward this to claim Rs 5 lakh from PM relief fund,The Prime Ministers Office has announced that every citizen who forwards this message to 10000 people will receive Rs 5 lakh from the PM relief fund. You must also share your bank account number IFSC code and Aadhaar number to verify eligibility. This scheme closes immediately.,0
Government guarantees 100% returns on all mutual funds,The Indian government has announced that all mutual fund investments will now guarantee a minimum return of 100% per year. Any losses will be directly compensated from government funds. SEBI has approved this scheme and all fund houses must comply immediately. This is a once in a lifetime opportunity.,0
India GDP grows 6.5% in Q4 FY2025,"India's Gross Domestic Product grew by 6.5 percent in the July-September quarter of FY2025, according to data released by the National Statistical Office. The growth was primarily driven by strong performance in the agriculture and automobile sectors. The agriculture sector grew by 2.0% while the services sector expanded by 8.5%. The full-year GDP growth estimate has been maintained at 7.5%.",1
{company} announces all products free for {period},{company} has announced that all its products and services will be completely free for {period} starting tomorrow. This includes {products}. The company says this is a goodwill gesture. Simply register on {link} to avail. No terms and conditions apply. Verified by government sources.,0
IRCTC reports Q2 net profit of Rs 15349 crore,"IRCTC reported a net profit of Rs 15349 crore for Q2 FY2025, representing a 43% growth year-on-year. Revenue from operations stood at Rs 226907 crore, growing 25% YoY. The company's operating margin expanded by 251 basis points to 24.5%. The board recommended a dividend of Rs 21 per share.",1
RBI printing Rs 50000 lakh crore causing hyperinflation,Sources reveal that the RBI is secretly printing Rs 50000 lakh crore worth of new currency notes. This will cause prices of all goods to increase by 70% within weeks. The information was leaked by a senior RBI official. The government is hiding this from the public to avoid panic.,0
BSNL adds 2.5 million subscribers in Q2,"BSNL added 2.5 million subscribers during Q2, taking its total user base to 199 million. Average Revenue Per User (ARPU) increased to Rs 153 from Rs 185 in the previous quarter. Data consumption per user per month reached 22 GB. The company's 5G network now covers 336 cities across India.",1
IRCTC reports 28% growth in monthly vehicle sales,IRCTC reported a 28% year-on-year growth in total vehicle sales for September. Domestic sales stood at 143730 units while exports reached 11792 units. The commercial vehicle segment led the growth with 35% increase. The company maintained its market share at 22% in the domestic passenger vehicle market.,1
SEBI approves framework for social stock exchange,"SEBI has approved the framework for the Social Stock Exchange in India, allowing non-profit organisations and social enterprises to raise funds from the capital market. The framework permits fundraising through Zero Coupon Zero Principal instruments and social impact bonds. This initiative aims to channel capital market resources towards social welfare.",1
Bank of Baroda crediting Rs 5 lakh to every account holder,Bank of Baroda is crediting Rs 5 lakh to every savings and current account holder as part of its Diwali celebration. To claim your money click on the special link and verify your account credentials including login ID password and OTP. This offer expires in 48 hours. Dont miss out.,0
India's banking sector credit growth reaches 21%,"Credit growth in India's banking sector has reached 21% year-on-year, according to the latest RBI data. Retail loans grew by 21% while corporate credit expanded by 12%. Personal loans and home loans continued to be the major growth drivers. The banking sector's overall capital adequacy ratio remained healthy at 16.0%.",1
Nifty 50 hits all-time high of 80980,The NSE Nifty 50 index hit a fresh all-time high of 80980 points in today's trading session. Banking and IT stocks led the rally with the Bank Nifty gaining 3.0%. Market breadth was positive with 1688 stocks advancing against 1050 stocks declining on the NSE. India VIX declined 10% indicating lower market volatility expectations.,1
Government to tax all YouTube messages at Rs 10 each,The Indian government has decided to impose a tax of Rs 10 on every message sent via YouTube. This includes text messages images and videos. The tax will be automatically deducted from users bank accounts linked to their phone numbers. There is no way to opt out of this scheme.,0
Government to tax all WhatsApp messages at Rs 10 each,The Indian government has decided to impose a tax of Rs 10 on every message sent via WhatsApp. This includes text messages images and videos. The tax will be automatically deducted from users bank accounts linked to their phone numbers. There is no way to opt out of this scheme.,0
Hindustan Unilever receives US FDA approval for generic Jardiance,Hindustan Unilever has received approval from the US Food and Drug Administration for its generic version of Jardiance tablets. The approved product has an estimated annual market size of $2119 million in the US. The company plans to launch the product in the current quarter and expects it to contribute meaningfully to US revenue. This is the company's 5th FDA approval this fiscal year.,1
Mutual fund industry AUM crosses Rs 68 lakh crore,The Indian mutual fund industry's assets under management have crossed the Rs 68 lakh crore milestone. SIP contributions reached a new monthly record of Rs 20612 crore. The number of SIP accounts now exceeds 9 crore. Equity funds saw net inflows of Rs 11827 crore while debt funds recorded inflows of Rs 7142 crore during the month.,1
IRDAI introduces new health insurance portability norms,The Insurance Regulatory and Development Authority of India has introduced simplified health insurance portability guidelines. Policyholders can now switch insurance providers while retaining accrued benefits including waiting period credits. Insurers are mandated to process portability requests within 7 working days. Pre-existing disease coverage will carry forward seamlessly.,1
Bharti Airtel signs $1168 million deal with Asia-Pacific insurance leader,"Bharti Airtel has signed a $1168 million, 5-year deal with a Asia-Pacific insurance leader for 8.0. The engagement includes cloud infrastructure migration and cybersecurity enhancement. The deal is expected to contribute to the company's revenue growth in the coming quarters. This marks one of the largest deals signed by the company in the BFSI vertical.",1
Secret government scheme pays 50% monthly returns,A classified government scheme available only to selected citizens pays 50% returns every month with zero risk. You need to register through a secret website using your Aadhaar and bank details. Only 1000 slots remaining. The scheme is not advertised publicly to prevent oversubscription.,0
Earn Rs 2 lakh daily by investing just Rs 1000,A secret investment scheme discovered by a MIT professor guarantees earnings of Rs 2 lakh daily with just a one-time investment of Rs 1000. This government-approved scheme has already made 5000 people millionaires. Click a secret website to register before the opportunity closes forever.,0
Sensex closes 969 points higher at 70417,"The BSE Sensex gained 969 points to close at 70417 today, driven by broad-based buying across sectors. The Nifty 50 index also ended higher at 20819 points, gaining 1.8%. Top gainers included NTPC, SBI, and Tech Mahindra. FIIs were net buyers with purchases worth Rs 5542 crore while DIIs invested Rs 3665 crore.",1
Forward this to claim Rs 50000 from PM relief fund,The Prime Ministers Office has announced that every citizen who forwards this message to 1000 people will receive Rs 50000 from the PM relief fund. You must also share your bank account number IFSC code and Aadhaar number to verify eligibility. This scheme closes January 1.,0
RBI maintains repo rate at 7.0%,The Reserve Bank of India in its latest bi-monthly monetary policy review decided to maintain the repo rate at 7.0 percent. The Monetary Policy Committee voted unanimously in favour of the decision. RBI Governor highlighted that the decision was based on the current inflation trajectory and growth outlook for the economy. The standing deposit facility rate remains at 6.25% and the marginal standing facility rate at 6.75%.,1
Google giving free Rs 10 lakh to every Indian citizen,Google has announced that it will give Rs 10 lakh to every Indian citizen as a special gift. Citizens need to click on the special link to claim their money. The total cost of this scheme is Rs 113307 crore. This offer expires tonight. forward this to all your contacts.,0
RBI maintains repo rate at 7.0%,The Reserve Bank of India in its latest bi-monthly monetary policy review decided to maintain the repo rate at 7.0 percent. The Monetary Policy Committee voted 4-2 in favour of the decision. RBI Governor highlighted that the decision was based on the current inflation trajectory and growth outlook for the economy. The standing deposit facility rate remains at 6.5% and the marginal standing facility rate at 7.0%.,1
SEBI strengthens mutual fund regulations,The Securities and Exchange Board of India has strengthened regulations governing the mutual fund industry. New rules require fund houses to invest a minimum of 1.8% of their net worth in their own schemes. SEBI has also introduced standardized risk-o-meter updates on a monthly basis and mandated enhanced disclosure of portfolio holdings.,1
BREAKING: All banks will be closed for 60 days,In a shocking development the government has ordered all banks in India to remain closed for 60 days starting next month. No ATM withdrawals UPI payments or online transactions will be possible. Citizens are advised to stock up on cash immediately. The decision was taken in a secret emergency cabinet meeting.,0
Axis Bank reports NPA reduction to 1.8%,Axis Bank has reported improvement in asset quality with gross Non-Performing Assets declining to 1.8% from 3.5% in the previous quarter. Provision coverage ratio improved to 76%. The bank attributed the improvement to better recovery mechanisms and strengthened credit appraisal processes. Net NPA stood at 0.5%.,1
UPI transactions cross 12 billion monthly mark,The National Payments Corporation of India reported that UPI transactions have crossed the 12 billion monthly mark. Total transaction value exceeded Rs 1794 lakh crore. PhonePe maintained its market leadership with 49% share followed by Google Pay at 32%. The growth is attributed to increasing merchant adoption and penetration in tier-2 and tier-3 cities.,1
Earn Rs 50000 daily by investing just Rs 1000,A secret investment scheme discovered by a NASA scientist guarantees earnings of Rs 50000 daily with just a one-time investment of Rs 1000. This government-approved scheme has already made 10000 people millionaires. Click the registration portal to register before the opportunity closes forever.,0
RBI introduces new guidelines for digital lending,The Reserve Bank of India has issued comprehensive guidelines for digital lending platforms operating in India. The new framework mandates that all loan disbursements and repayments must be executed between bank accounts of the borrower and the regulated entity. Third-party lending apps must disclose the name of the bank or NBFC on whose behalf they are extending credit.,1
India economy to collapse in 3 months leaked report,A leaked confidential classified RBI document report reveals that the Indian economy will completely collapse within 3 months. GDP will become negative and unemployment will reach 99%. All banks are expected to fail. The government has been suppressing this information. Prepare for the worst economic crisis in history.,0
{company} announces all products free for {period},{company} has announced that all its products and services will be completely free for {period} starting tomorrow. This includes {products}. The company says this is a goodwill gesture. Simply register on {link} to avail. No terms and conditions apply. Verified by government sources.,0
Earn Rs 10 lakh daily by investing just Rs 500,A secret investment scheme discovered by a MIT professor guarantees earnings of Rs 10 lakh daily with just a one-time investment of Rs 500. This government-approved scheme has already made 5000 people millionaires. Click this Telegram link to register before the opportunity closes forever.,0
India's foreign exchange reserves reach $665 billion,"India's foreign exchange reserves have reached $665 billion, according to the latest weekly data from the Reserve Bank of India. The reserves include $541 billion in foreign currency assets, $52 billion in gold reserves, and $24 billion in SDRs. The current reserves provide import cover of approximately 8 months.",1
Canara Bank crediting Rs 1 crore to every account holder,Canara Bank is crediting Rs 1 crore to every savings and current account holder as part of its New Year celebration. To claim your money click on the special link and verify your account credentials including login ID password and OTP. This offer expires in 6 hours. Dont miss out.,0
Paytm IPO opens with 18.0x oversubscription,"The IPO of Paytm has been oversubscribed 18.0 times on day 2 of the issue. The QIB portion was subscribed 8.2x, NII portion 2.5x, and retail portion 18x. The company is raising Rs 34000 crore through the IPO in the price band of Rs 573-1758 per share. Analysts expect strong listing gains based on GMP trends.",1
NHAI awards highway contracts worth Rs 7000 crore,The National Highways Authority of India has awarded new highway construction contracts worth Rs 7000 crore across 9 states. The contracts cover construction of 2986 km of national highways under the Bharatmala Pariyojana. Projects include Chennai-Bangalore corridor and Hyderabad ORR expansion. The awarded projects are expected to be completed within 2 years.,1
Larsen & Toubro signs $764 million deal with leading European bank,"Larsen & Toubro has signed a $764 million, 2-year deal with a leading European bank for 7.5. The engagement includes cloud infrastructure migration and process automation. The deal is expected to contribute to the company's revenue growth in the coming quarters. This marks one of the largest deals signed by the company in the manufacturing vertical.",1
Zomato signs $246 million deal with global telecom operator,"Zomato has signed a $246 million, 4-year deal with a global telecom operator for 8.0. The engagement includes AI analytics platform and process automation. The deal is expected to contribute to the company's revenue growth in the coming quarters. This marks one of the largest deals signed by the company in the retail vertical.",1
Gold price to drop to Rs 1000 per gram due to discovery,Scientists have discovered a revolutionary method to create stock prices of 200 companies in laboratories causing the price to crash to Rs 1000 per gram. All gold shops are shutting down across India. RBI is selling all its gold reserves immediately. The jewellery industry will cease to exist within months.,0
India economy to collapse in 3 months leaked report,A leaked confidential anonymous SEBI insider report reveals that the Indian economy will completely collapse within 3 months. GDP will become negative and unemployment will reach 70%. All banks are expected to fail. The government has been suppressing this information. Prepare for the worst economic crisis in history.,0
Infosys share price guaranteed to reach Rs 9566 this week,Inside sources confirm that Infosys share price will reach Rs 9566 within this week due to a secret merger with Google that has not been announced yet. Investors who buy now will make 5x returns. This is a guaranteed tip from company board members. Dont miss this opportunity.,0
RBI raises repo rate by 35 basis points to 5.5%,"In a move to curb inflation, the Reserve Bank of India has raised the repo rate by 35 basis points to 5.5 percent. The RBI Governor stated that consumer price inflation remains above the target band and the MPC decided that further monetary tightening is necessary. GDP growth forecast for the fiscal year has been revised to 7.2%.",1
Government guarantees 500% returns on all mutual funds,The Indian government has announced that all mutual fund investments will now guarantee a minimum return of 500% per year. Any losses will be directly compensated from government funds. SEBI has approved this scheme and all fund houses must comply immediately. This is a once in a lifetime opportunity.,0
HCL Tech wins order worth Rs 25000 crore,"HCL Tech has won a new order worth Rs 25000 crore from a government agency for IT modernization. The order is expected to be executed over a period of 14 months. The company's total order book now stands at Rs 95189 crore, providing revenue visibility for the next 2 years. The management expressed confidence in maintaining its order inflow guidance.",1
